,text,label
67,"Please double check my card - withdrawal was working fine so far, but this morning on the way to work it suddenly got declined!",declined_cash_withdrawal
68,Do you accept cheques for top-up?,top_up_by_cash_or_cheque
69,Why can I not do a  transfer,beneficiary_not_allowed
70,What is the extra fee that showed up on my card?,card_payment_fee_charged
73,"I need to reset my passcode, this one isn't working",passcode_forgotten
74,How long do transfers typically take? Is there a way of speeding the process up? My friend needs the money I sent her desperately.,transfer_not_received_by_recipient
75,I tried to withdraw cash at an ATM in the city center but my card was declined. The transaction is still showing up as pending - please cancel it!,pending_cash_withdrawal
76,I think that there was an error in calculating the exchange rate.  I recently withdrew cash and received much less than expected.,wrong_exchange_rate_for_cash_withdrawal
77,I tried to transfer funds to a beneficiary and was denied. Can you tell me why?,beneficiary_not_allowed
78,How do I cancel a transfer?,cancel_transfer
79,Help.  My card is broken.,card_not_working
80,Can I use the app without my phone?,lost_or_stolen_phone
82,Help me.  The passcode doesn't work.,passcode_forgotten
83,What's the process for topping up by card?,topping_up_by_card
84,I have a new card. How do i top it up?,topping_up_by_card
86,"My wallet was stolen, along with my cards. How do I put a freeze on my cards and order a new one?",lost_or_stolen_card
87,explain the virtual card,getting_virtual_card
88,What are the restrictions on the virtual cards?,disposable_card_limits
89,I found my card again. Can I put it back into the app?,card_linking
90,why do you charge for transfers?,top_up_by_bank_transfer_charge
91,"When traveling, is it possible for it to add money at specific time intervals?",automatic_top_up
93,Why has my withdrawal not posted?,pending_cash_withdrawal
94,What top up charges are there for US cards?,top_up_by_card_charge
95,What works for identity verification?,verify_my_identity
96,"I could not get a top-up to work, why?",top_up_failed
99,Why doesn't the person I sent money to see that transfer yet?,transfer_not_received_by_recipient
102,Verifying top-up cards necessary?,verify_top_up
103,I didn't cancel my card payment.,reverted_card_payment?
105,I had a card payment that was declined.  Why?,declined_card_payment
107,"I would like open a second card for my daughter, how can you assist me?",getting_spare_card
108,I made a deposit in the ATM and it has not cleared,pending_cash_withdrawal
110,Where are the cards transported to?,order_physical_card
111,My app shows a money withdrawal that I did not do.,cash_withdrawal_not_recognised
112,"I no longer have my phone with the app, what should I do?",lost_or_stolen_phone
113,What do I have to do to change my pin?,change_pin
115,My beneficiary didn't receive my transfer,beneficiary_not_allowed
116,Does it cost anything to get a new card? Mine's about to expire and I'd also like to know how long it takes to get the new one.,card_about_to_expire
117,Give me a refund now!! I am still waiting.,Refund_not_showing_up
118,I couldnt get cash in an ATM,declined_cash_withdrawal
119,How to receive the actual card,order_physical_card
120,Why is my transfer still pending after all this time?,pending_transfer
121,Can you tell me the names of the fiat currencies that I can use at your institution?,fiat_currency_support
125,My top up has failed,top_up_failed
127,I received the wrong exchange rate for an item i bought.,card_payment_wrong_exchange_rate
128,What method do you use for the exchange rate?,exchange_rate
129,I don't understand why I'm being charged for using my card.,card_payment_fee_charged
130,I withdrew cash but it still shows as pending?,pending_cash_withdrawal
131,I can not find my refund.,Refund_not_showing_up
132,"I have a Visa and Mastercard, can I use these?",visa_or_mastercard
133,Why is my transaction taking so long to complete?,transfer_not_received_by_recipient
134,I NEED HELP WITH MY CARD!!!!! please. It keeps getting declined when I try to use it. I have tried a few times to use it and it keeps getting rejected. I have no idea why.,declined_card_payment
135,What countries are you located in?,country_support
136,my top up isnt there yet where do i find it,topping_up_by_card
138,Can I pay more to get it deliver quicker?,card_delivery_estimate
139,"My transfer was wrong, are you able to stop it before it goes through please?",cancel_transfer
140,Do I need to do anything? My phone was stolen yesterday.,lost_or_stolen_phone
142,I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or try an alternative,top_up_failed
145,Is it possible for me to change my PIN number?,change_pin
146,My card is about to expire. What do I need to do to keep using my card?,card_about_to_expire
147,What is the cost for physical cards?,order_physical_card
148,"I heard that you support more than one type of fiat currency, would you tell me which ones please?",fiat_currency_support
150,my payment was rejected,declined_card_payment
151,What do I do if I got the wrong amount at the ATM?,wrong_amount_of_cash_received
154,Why wouldn't the ATM give me cash?,declined_cash_withdrawal
156,Are cards from the US accepted?,supported_cards_and_currencies
157,i dont recognize a charge on my card,card_payment_not_recognised
158,What is the verification code for my top up card?,verify_top_up
160,I used the ATM to get money out and did not realize I would be charged as much as I was or I would not have done that!,wrong_exchange_rate_for_cash_withdrawal
161,Is an auto top-up option available?,automatic_top_up
163,"How long do tranfers from a UK account usuallt take for you? I just made a transfer and nothing shows up, so just wondering if things went ok",balance_not_updated_after_bank_transfer
164,Can I get a Visa instead of a MasterCard?,visa_or_mastercard
165,My money I added isn't on my card.,top_up_failed
167,What is the maximum transactions for one disposable card?,disposable_card_limits
170,Does the PIN come under separate cover?,get_physical_card
171,What are the time frames for the money to be available in my account?,transfer_timing
173,How can I check how much free spending I have left? I have some big purchases coming up and want to know where I can look for any info.,card_payment_fee_charged
175,How many disposable  cards are available per account?,disposable_card_limits
176,Can you tell me how to change my PIN?,change_pin
178,Help! I've forgot my app passcode!,passcode_forgotten
179,How do I unblock my card?,pin_blocked
180,"Card payment was declined, do you know why?",declined_card_payment
181,"Hi there, earlier today I tried to take money out of an ATM machine, and something wasn't working.  I didn't actually receive the money, but I just checked and it says that the transaction is still pending.  Can you tell me what's going on here? Am I still being charged for the withdrawal even though I didn't end up getting any money?",pending_cash_withdrawal
184,How long before a check I send clears?,top_up_by_cash_or_cheque
187,where can I find the auto-top up option?,automatic_top_up
189,Why am I charged a fee when using my debit or credit card?,card_payment_fee_charged
191,I need to freeze my card as soon as possible. I just checked my account and saw that there have been several payments that I don't recognize over the course of a few days. Can we investigate and get my money back?,card_payment_not_recognised
192,There's been a transaction to the wrong account.,cancel_transfer
193,If I need to top up with cash where should I look?,top_up_by_cash_or_cheque
194,I tried to get gas but my money was gone!,topping_up_by_card
195,The app is showing a payment I never made.,card_payment_not_recognised
196,"I want to give a second card for this account to my daughter, would this be possible?",getting_spare_card
198,At what cash machines can I change my PIN?,change_pin
199,I can't see my refund in my history.,Refund_not_showing_up
200,When do i activate auto top-up?,automatic_top_up
202,Are cards delivered to my location?,order_physical_card
203,How long do transfers from Europe take?,transfer_timing
204,What is this extra fee?,card_payment_fee_charged
205,what to do about stolen phone,lost_or_stolen_phone
206,My payment shows that it is pending will I be charged more money?,pending_transfer
208,"If my salary is in GBP, do I need to do something?",receiving_money
210,I need to reset my passcode. Where do I go to do that?,passcode_forgotten
211,"If I need an additional card, is there a fee for that?",getting_spare_card
215,How much does it cost to get more cards?,getting_spare_card
216,I can't use my card for anything,card_not_working
217,How will I get my card?,card_delivery_estimate
218,What is the delivery time to the US?,card_delivery_estimate
219,Are there still fees for european top-ups?,top_up_by_card_charge
221,Will you charge for a physical card?,order_physical_card
222,"Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me?",card_payment_wrong_exchange_rate
224,There is a payment I don't recognize,card_payment_not_recognised
225,Trouble with my top up,top_up_failed
226,My disposable virtual card got rejected,virtual_card_not_working
227,How do I activate my card so I can start using it?,activate_my_card
228,"I have received my American express in apple play, looks like top up has an issue, please help?",apple_pay_or_google_pay
229,What businesses accept this card?,card_acceptance
231,This transaction needs both a Visa and a Mastercard.,visa_or_mastercard
232,I can't remember what my password is,passcode_forgotten
233,Why does top-up require verification?,verify_top_up
234,An item I bought had the wrong exchange rate applied.,card_payment_wrong_exchange_rate
235,Why won't my virtual card work?,virtual_card_not_working
236,The exchange rate you are using is really bad.This can't be the official interbank exchange rate.,card_payment_wrong_exchange_rate
237,Are you okay with exchanges to EUR?,fiat_currency_support
238,Can I get information on the identity checks?,verify_my_identity
242,How do I find the PIN?,get_physical_card
243,Am I able to cancel a transfer I just made,cancel_transfer
244,There's a payment that isn't mine on my app,card_payment_not_recognised
245,Are there specific ATM's I can use with this card?,atm_support
246,What is the most amount of disposable cards allowable?,disposable_card_limits
247,Is identity verification required for me to use my account?,why_verify_identity
248,What should I do if my phone is lost or stolen?,lost_or_stolen_phone
249,I am still waiting on my bank transfer,balance_not_updated_after_bank_transfer
250,"On the card that is coming, what's the tracking info?",card_arrival
251,"Bank transfer to account did not show up, please help?",balance_not_updated_after_bank_transfer
254,I just got my new card and tried using it and it was declined?,declined_card_payment
255,The cash I wanted wasn't there.,wrong_amount_of_cash_received
259,where can i deposit a check,top_up_by_cash_or_cheque
260,Why would my payment have been returned to my account?,reverted_card_payment?
261,I paid with a card and there is an extra charge. Why?,card_payment_fee_charged
263,What are Interbanks current exchange rates?,exchange_rate
264,"I just took some cash out of a cash machine in Heathrow airport because I wanted to buy some new sunglasses for my holiday but you've added a fee to the withdrawal, what is this?",cash_withdrawal_charge
265,How do I get to the virtual cards?,getting_virtual_card
267,I received the wrong amount of cash from the ATM. Can you help?,wrong_amount_of_cash_received
268,Why can't the recepient of my money transaction see it?,transfer_not_received_by_recipient
270,"Since I got married, I need to change my name.",edit_personal_details
271,"
How do I unblock my PIN?",pin_blocked
273,When will I receive the card?,card_delivery_estimate
274,"I need to verify a payment to my new landlord. I transferred the first rent payment a few days ago. While it shows on my side, the landlord is saying he hasn't received it yet. Can you verify that it has processed?",transfer_not_received_by_recipient
276,How do I know it is a Mastercard ATM?,atm_support
277,I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined?,declined_card_payment
278,Why is there a verification to identity,why_verify_identity
281,Do you have the best exchange rate?,exchange_rate
282,It is common for an international transfer to take 2 days or longer? I made a transfer from France 2 days ago and I have not seen it yet.,balance_not_updated_after_bank_transfer
283,Can I use a check to get gas?,top_up_by_cash_or_cheque
284,I used the wrong account.,cancel_transfer
286,I'd like like to know where I can order a virtual card?,getting_virtual_card
287,What could the reason be that my payment card was declined?,declined_card_payment
288,Is a new debit card free?,getting_spare_card
289,The app won't let me transfer money to a beneficiary,beneficiary_not_allowed
293,Why was there a fee with my cash withdrawal?,cash_withdrawal_charge
294,Why was my withdrawal declined,declined_cash_withdrawal
296,Do I get a real card?,order_physical_card
298,I made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow. How can you help?,cancel_transfer
300,"I've been waiting since Friday, where is my money?",transfer_not_received_by_recipient
301,How can I reset my passcode?,passcode_forgotten
302,WHAT IS THE MAIN REASON OF THIS PROBLEM,card_not_working
303,"I sent money to someone but they haven't gotten it, what's going on?",transfer_not_received_by_recipient
305,There is something wrong with my card. Tried to use it a few times today in different places and it just didn't work. The transactions I tried to make were really small so not sure what's going on,card_not_working
306,I am perplexed. Why is it that I received an extremely wrong rate when I tried to use an ATM using a foreign currency?,wrong_exchange_rate_for_cash_withdrawal
308,I wasn't charged the correct exchange rate for an item I purchased.,card_payment_wrong_exchange_rate
310,when i travel can it top up automatically,automatic_top_up
311,When will I get my new card?,card_arrival
312,I would like a physical card,order_physical_card
314,What currencies are supported?,fiat_currency_support
315,I checked on google and the exchange rate you are using is really bad. Can you update it?,card_payment_wrong_exchange_rate
316,I tried to deposit a cheque into my account and it is not letting me.,top_up_by_cash_or_cheque
317,How do i find my top-up card's verification code?,verify_top_up
318,Can I change my PIN at my local bank?,change_pin
320,Can somebody else top up my account?,topping_up_by_card
321,Does my account have the option to hold multiple currencies?,fiat_currency_support
322,Are cards available to those outside of the UK?,country_support
323,"I want to top up from my Apple Watch, can I?",apple_pay_or_google_pay
324,My balance doesn't include my latest transfer,balance_not_updated_after_bank_transfer
325,I've been waiting ages and my PIN hasn't gotten here.,get_physical_card
326,Can I choose whether I receive a Visa or a Mastercard card?,visa_or_mastercard
327,"Why are you charging for cash withdrawals? I went to withdraw some money earlier today after getting my groceries, and it appears there is a fee that wasn't there before",cash_withdrawal_charge
328,let me know how many disposable cards I can have?,disposable_card_limits
329,I purchased something overseas and the incorrect exchange rate was applied.,card_payment_wrong_exchange_rate
331,How do I use American express to top up my account?,supported_cards_and_currencies
333,"I tried to withdraw cash and got declined, why is that?",declined_cash_withdrawal
334,I would like to change my address.,edit_personal_details
336,"I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction?",card_payment_wrong_exchange_rate
337,Hi i received an error message informing me about the transaction failure. I have done the money transfer before and it never failed. Please let me know what is the issue this time.,beneficiary_not_allowed
339,I requested a refund for a large order the other day and don't think I received the funds. Can you tell me if you see them or not?,Refund_not_showing_up
340,Did a WD earlier at an ATM.  The amount showing in the App is more than I got though.,wrong_amount_of_cash_received
341,Is there a way to track my card?,card_arrival
342,I need two cards. Is this possible?,getting_spare_card
344,I tried transferring to an account but it didn't go through. What happened?,beneficiary_not_allowed
346,can i get a physical card online,order_physical_card
347,I'm suddenly getting an error while attempting a transfer that it isn't possible. Why? I've done it before.,beneficiary_not_allowed
349,Supported countries,country_support
350,What are the charges for topping up US card?,top_up_by_card_charge
351,I transferred some money to my mom 2 days ago and she has not received it. I double checked the information and it looks right. Can you help me?,transfer_not_received_by_recipient
352,Can I use top-up with Apple pay?,apple_pay_or_google_pay
353,I can't see a top-up top-up verification code.,verify_top_up
356,Google pay top up not working.,apple_pay_or_google_pay
357,Which countries does your service work in?,country_support
358,what is source of my money,verify_source_of_funds
360,Do you have to be in the UK to get a card?,country_support
362,How much does it cost to make transfers?,top_up_by_bank_transfer_charge
363,"My card has an expiration date, will you send a new one automatically?",card_about_to_expire
364,"I need to know this, where do my funds come from?",verify_source_of_funds
365,Is topping up with cash allowed?,top_up_by_cash_or_cheque
366,"Hi, I have an apple watch. How do I use it to top up my card?",apple_pay_or_google_pay
368,I need to update my phone number.,edit_personal_details
369,Do you know why my card payment has been declined?,declined_card_payment
371,I live in the UK. Can I get a card?,country_support
372,What are the steps for the identity checks?,verify_my_identity
373,My credit card seems to have been declined for top up. Why is it not going through? Can you tell me what's going on?,top_up_failed
375,I saw a payment come out of my account for a merchant I don't remember.,card_payment_not_recognised
376,How soon will I get my card?,card_delivery_estimate
377,The app is saying I made a withdrawl but I didn't.,cash_withdrawal_not_recognised
378,Why couldn't I transfer to a beneficiairy?,beneficiary_not_allowed
379,This card is accepted by what businesses?,card_acceptance
380,"On my last trip, I received the incorrect exchange rate.",wrong_exchange_rate_for_cash_withdrawal
381,"I haven't received my virtual card yet, do yo know why?",getting_virtual_card
382,"Hello, I trying to top up with my card today but it didn't work. When I tried last time it worked but today it isn't. Could you take a look at it for me?",top_up_failed
383,How much does each transfer cost?,top_up_by_bank_transfer_charge
384,Can you give me info about what to do when my card expires?,card_about_to_expire
385,I want a physical card,order_physical_card
387,Can I auto top if I'm low on funds?,automatic_top_up
388,How do I verify the top-up?,verify_top_up
389,I entered the pin incorrectly too many times and now it is blocked. Can you help?,pin_blocked
391,Where'd the rest of my cash go from the ATM,wrong_amount_of_cash_received
392,"My card keeps getting declined when I try to use it.  I would like to top-up, but it is not going though.",top_up_failed
393,Why hasn't my refund appeared on my statement?,Refund_not_showing_up
394,Why can't the person I sent the money transfer to see it?,transfer_not_received_by_recipient
395,"I'm going on holiday to France for 6 weeks with my family and the cat, Fluffy.  I just purchased €10,000 from a currency exchange to ensure we don't run short but there appears to be a fee.  What is this for?",card_payment_fee_charged
397,Who can have access to top up my account?,topping_up_by_card
398,I haven't received money from a transfer?,transfer_not_received_by_recipient
399,What are the auto-top up policies?,automatic_top_up
400,How long until the transfer is reflected on my account balance?,transfer_timing
401,"I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat.",card_linking
402,Can I transfer money using a different currency?,receiving_money
404,How long will it take to have my card mailed to me?,card_delivery_estimate
405,"I just got a card, how can I add it to the app?",card_linking
406,"I got my card now, how do I make it show up in the app?",card_linking
407,Is it possible to use an ATM when I am not in the country and make a withdraw with out extra fees?,wrong_exchange_rate_for_cash_withdrawal
408,How do I fill out the identity check?,verify_my_identity
409,I received my salary in the wrong currency. How do I change this?,receiving_money
410,what is going on with my cash withdrawal? the exchange rate is wrong,wrong_exchange_rate_for_cash_withdrawal
411,I think the currency exchange that's been applied is wrong.,card_payment_wrong_exchange_rate
412,is it possible to cancel transactions?,cancel_transfer
413,My phone has been lost or stolen,lost_or_stolen_phone
414,why wouldnt the atm give me money,declined_cash_withdrawal
415,I can't find the PIN.,get_physical_card
416,what happened to the money after i put in the wrong info and it got declined,topping_up_by_card
418,"I didn't mean to do the transfer, is there any way to cancel it?",cancel_transfer
419,I need to report a stolen card,lost_or_stolen_card
420,"I sent some money to somebody a couple of hours ago, and they still have yet to receive it.  They really need the money, how much longer are they going to have to wait?",transfer_not_received_by_recipient
421,I would like a Visa card.,visa_or_mastercard
425,"I need an actual card that I can hold in my hand, how do I do that?",order_physical_card
427,What is going on? I have checked over and over and the details of my account are right. Why is my transfer still pending? It's 2018 not 1818. Transfering money to another country can't be that hard.,pending_transfer
430,I think my card payment was cancelled. What happened?,reverted_card_payment?
431,My card is about to expire.  How do I get a new card?,card_about_to_expire
432,When will it be delivered to the US?,card_delivery_estimate
433,Just today there was a purchase on my card that wasn't done by me. Can this be reversed and my card be frozen? I can't have this continue!,card_payment_not_recognised
434,A refund is taking too long.,Refund_not_showing_up
436,"I have lost my phone, what steps can I take to prevent someone using my account?",lost_or_stolen_phone
437,Do i have to wait to get the pin or can i set up a pin,get_physical_card
438,What happens if a merchant doesn't accept  you payment?,reverted_card_payment?
439,I was issued a card about a week ago. why hasn't it come in yet?,card_arrival
440,I could not transfer to a beneficiary,beneficiary_not_allowed
441,What is the maximum for auto top-up?,automatic_top_up
442,What are your exchange rates calculated from?,exchange_rate
444,Where can I find top up by cash deposit?,top_up_by_cash_or_cheque
445,Why couldn't I make a withdrawal from the ATM?,declined_cash_withdrawal
446,Is there a way to see my money's source?,verify_source_of_funds
447,I could not transfer funds to a beneficiary; is there a problem with your software?,beneficiary_not_allowed
448,"I have used all my PIN tries, what now?",pin_blocked
449,"If there isn't much money left over, will it top-up automatically?",automatic_top_up
450,are multiple currencies acceptable?,fiat_currency_support
451,Which currencies can I use to add money?,supported_cards_and_currencies
452,Can it automatically top up my account?,automatic_top_up
453,My app says I withdraw money from my account from an ATM.,cash_withdrawal_not_recognised
455,Are there any express fees if i want my new card faster?,card_about_to_expire
456,Why did I only receive a partial amount of what I tried to withdraw?,wrong_amount_of_cash_received
457,What is the estimated wait time for transfers from the US?,transfer_timing
459,How much does it cost for a physical card?,order_physical_card
460,I just made a transfer from France 2 days ago. It has not yet reached my bank. Is it possible it takes longer because it was an international transfer?,balance_not_updated_after_bank_transfer
461,Hi - I have made a transaction to my new landlord but unfortunately it shows on my end but not on the landlord's end. The numbers are correct. Can you confirm when that will go through?,transfer_not_received_by_recipient
462,How long does it take to get money from Europe?,transfer_timing
463,Are cards issued to people living in the US?,country_support
467,Is there any way for you to find my card?,lost_or_stolen_card
468,I inadvertently completed a transaction on a wrong account.,cancel_transfer
469,Has my account been frozen?  I tried to use my card but the ATM would not dispense cash.,declined_cash_withdrawal
470,"My payment was put back, I think.",reverted_card_payment?
471,How do I order a replacement for stolen card?,compromised_card
472,how long does a US transfer take,transfer_timing
473,Do I need any kind of proof for the identity check?,verify_my_identity
474,I don't understanfd how to top up,topping_up_by_card
475,Is it possible to get both Mastercard and Visa card from you?,visa_or_mastercard
476,"I just checked and my payment was cancelled, why?",reverted_card_payment?
479,Hoe do i use my credit card to transfer money?,topping_up_by_card
480,How can I reset the passcode if I need to do that?,passcode_forgotten
481,what is the amount of disposable cards I can have?,disposable_card_limits
483,Is a physical charge extra,order_physical_card
484,What do I do if my card is stolen?,lost_or_stolen_card
486,do i need to wait to get my card before getting a pin,get_physical_card
487,How can I top up my card with another card?,supported_cards_and_currencies
488,Currently my card is broken.,card_not_working
489,can i add funds  with a card from the united states,supported_cards_and_currencies
490,What documentation do you accept for the identity check?,verify_my_identity
491,Will you charge me more if I top up with an international card?,top_up_by_card_charge
492,"My card is expiring, how do I get a new one?",card_about_to_expire
493,I left my phone at the hotel I was staying at so I can't use the app!,lost_or_stolen_phone
494,"Everything I have was stolen yesterday making it so I don't have access to the app, what should I do?",lost_or_stolen_phone
496,where do i go to transfer money from one account to this one,transfer_into_account
497,i withdrew cash and dont see it reflected on the balance,pending_cash_withdrawal
498,Why was there an additional fee on the payment I just made? I don't usually have additional fees applied to my payments.,card_payment_fee_charged
500,How many times can I use a virtual card?,disposable_card_limits
501,Where do I go to update details?,edit_personal_details
502,"If I get another card, what kind of fees am I looking at?",getting_spare_card
503,I need my card immediately.,card_delivery_estimate
504,How do I perform identity checks?,verify_my_identity
505,My card payment didn't go through.,declined_card_payment
506,Can I use SWIFT transfers?,top_up_by_bank_transfer_charge
507,What do you require for identification verification?,verify_my_identity
508,Is it acceptable to use either Visa or Mastercard?,visa_or_mastercard
509,Hello I have a UK account.  Can you please check if everything is alright with it?  I made a transfer a couple hours ago but it doesn't show up yet.,balance_not_updated_after_bank_transfer
510,I received a transfer in GBP how do I change it to a different currency?,receiving_money
511,how do i get into my account and edit my details,edit_personal_details
512,Is this open to residents of all countries?,country_support
513,What are the exchange rates?,exchange_rate
514,Was my transaction reverted with my card?,reverted_card_payment?
515,Can I use a check to top up?,top_up_by_cash_or_cheque
516,"lost my phone, what is account security?",lost_or_stolen_phone
517,Why has my card been declined?  whats the deal?,declined_card_payment
518,How can I stop someone from using my card after I lost it yesterday.,lost_or_stolen_phone
519,What happened to the transfer I did?,balance_not_updated_after_bank_transfer
520,i transfered and yet it is still pending,pending_transfer
521,I was not able to receive the correct amount of cash.,wrong_amount_of_cash_received
522,I'm not recognizing the card payment.,card_payment_not_recognised
523,"Is it possible to go ahead and log in, although I have not been confirmed yet?",why_verify_identity
524,Where can I update my pin number?,change_pin
525,I am unable to access my app due to forgetting my passcode.,passcode_forgotten
526,"Hi, I draw out some money from the ATM today. The ATM has given me wrong amount and the application is displaying more amount than i withdraw.",wrong_amount_of_cash_received
528,Please explain to me the process of getting a virtual card.,getting_virtual_card
530,Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen.,lost_or_stolen_card
531,Where can I find the top up verification code?,verify_top_up
532,Will my new card work outside of the EU?,country_support
533,Do I have a Visa card as an option?,visa_or_mastercard
534,Top up did not work on the app.,top_up_failed
535,Is American Express accepted?,supported_cards_and_currencies
538,How are the exchange rates determined?,exchange_rate
539,Why is my refund not visible on my statement?,Refund_not_showing_up
540,I'm on holiday and I noticed a different amount for exchange rate.  Can you explain?,card_payment_wrong_exchange_rate
541,Can cash be used in physical locations to top up?,top_up_by_cash_or_cheque
542,What do you need for the identity verification,verify_my_identity
543,There's a possibility that my card was compromised.,compromised_card
545,"I'm not sure what to do about the PIN, because I don't have one yet.",get_physical_card
548,"I received my new card and tried using it today, just to have it show declined over and over again.  Why is this happening?",declined_card_payment
549,Can you send me more cards for my account?,getting_spare_card
550,I would like to get a few more physical cards.,getting_spare_card
551,Help! I think someone has made a cash withdrawal with my card!,cash_withdrawal_not_recognised
552,"While abroad I got cash, and a wrong exchange rate was applied.",wrong_exchange_rate_for_cash_withdrawal
553,my cash balance less than what I thought,wrong_amount_of_cash_received
554,Will the system automatically top up itself?,automatic_top_up
555,Can I wait for you to send me a new card when mine's about to expire?,card_about_to_expire
556,MY transfer has still not appeared.,balance_not_updated_after_bank_transfer
557,The virtual card won't work.,virtual_card_not_working
558,Why doesn't it work when I use American Express to try to add money to my account?,supported_cards_and_currencies
559,I already have an account. Why can't I use it unless my identity is verified?,why_verify_identity
560,My card is due to expire soon.,card_about_to_expire
561,Estimated time arrival for transfers?,transfer_timing
562,I requested a refund from Next because the dress I purchased had three arm holes. They said they sent the refund last Wednesday which is nearly a week ago and I still don't have it.  Why not?,Refund_not_showing_up
563,What do I have to do to get my PIN unblocked?,pin_blocked
564,Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation.,change_pin
565,How will I know my pin number?,get_physical_card
568,Why is my transfer taking so long. I thought it was supposed to only take 1 day if I made a transfer to someone. Can you wee what went wrong?,transfer_not_received_by_recipient
569,How long will it take for my cash withdrawal to no longer show as pending?,pending_cash_withdrawal
570,Are there any charges for European bank card for top up?,top_up_by_card_charge
572,Where do I find how to top off with a check?,top_up_by_cash_or_cheque
573,Is my country's currency supported by your system?,fiat_currency_support
574,I can't figure out how to unblock my pin number. Can you help me?,pin_blocked
576,Can I use my account although my identity verification has yet to pass?,why_verify_identity
578,I was expecting my new card by now.,card_arrival
579,What do I need to do to link my new card for my account?,card_linking
580,2 weeks ago I ordered my new card.  It isn't here.  What should I do?,card_arrival
581,I need mastercard as well as visa,visa_or_mastercard
582,Can I pay with my card anywhere?,card_acceptance
583,What ATMs can I use this card?,atm_support
586,Is there a reason why top-up needs verifying?,verify_top_up
587,I would like to know why so much identity information is required?,why_verify_identity
589,"I need multiple cards per day, and they all have to be disposable.",disposable_card_limits
590,"I seem to have been charged to much for my holiday purchases, the exchange rate is wrong.",card_payment_wrong_exchange_rate
591,I cannot see a refund in my account,Refund_not_showing_up
593,what currencies do you accept?,fiat_currency_support
594,"Someone has access to my card info.  I still have the card, but someone just withdrew cash.  How do I get this corrected/stopped?!",cash_withdrawal_not_recognised
595,What is the strange cash withdrawal on my statement?,cash_withdrawal_not_recognised
596,Am I able to add money into my account using my American Express?,supported_cards_and_currencies
597,Can I use a different bank ATM than my own?,atm_support
